"Country Code","Country",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
QAT,Qatar,13236.9505,16396.3905,19704.6121,22162.6257,18735.439,18196.1018,16908.627,15268.4548,17128.8105,16427.5285,13901.301,11657.8935,12476.334,11411.1144,15982.2432,15195.764,15990.7573,16167.187,16544.2083,17307.315,16797.9685,17860.9108,18825.7013,19334.648,20381.911,20885.938,22578.593,27465.7,29134.042,31793.308,31193.628,31906.583,35823.386,37812.223,40800.404,43317.746,48591.439,55371.939,60541.01,64752.831,72652.052,76192.343,83034.253,86468.3521,91169.1701,97253.7823,98990.085
REU,Reunion,131.58206,134.29708,171.63543,156.30926,162.01012,185.69478,222.89328,227.80991,221.6072,276.72447,253.41246,282.02207,267.63781,317.56854,343.99142,358.6475,403.1008,523.93543,539.6952,540.6649,541.01772,644.1858,605.49401,686.1389,470.9955,501.6632,511.0579,518.7046,685.8758,696.3083,793.5716,841.71,794.2294,830.161,857.0019,866.4342,917.2667,951.2554,988.4102,960.66561,996.3132,1016.7913,1054.1985,1073.75759,1106.4893,1093.48626,1132.33071
ROU,Romania,129474.88,130137.31,134685.64,146807.98,148323.79,160179.067,174791.2,182902.84,198077.55,203107.97,200712.4,201449.85,200349.54,202387.19,200001.16,199003.34,204958.92,212328.01,216480.22,211499.65,186340.81,151420.81,136250.88,127424.43,124502.33,130603.27,134279.31,123163.78,107862.19,92274.795,96405.5,102347.22,102124.55,107766.86,105560.78,104348.1,108282.95,105860.23,104187.3,84981.872,82409.261,88765.394,89347.921,79067.225,78703.787,77461.147,78770.824
RUS,Russian Federation (the),1335798.3,1337249.1,1401461.7,1480282.9,1553930.6,1662382.8,1718402.0,1757186.6,1864474.8,1890869.1,1944892.7,1944851.3,1974170.7,2001231.9,2025832.3,2069589.9,2129755.1,2186001.8,2236467.1,2245610.9,2379432.8,2345311.5,2162738.5,1972979.5,1770062.4,1731937.7,1688221.8,1576644.0,1578785.3,1625981.7,1662366.4,1669246.0,1656795.1,1719377.0,1718725.7,1716508.4,1753712.7,1755127.8,1742863.7,1638743.3,1721152.7,1798931.4,1805521.2,1787145.1,1714219.2,1698007.5,1661899.3
RWA,Rwanda,252.456571,255.549067,279.481058,283.180155,296.672054,327.415047,315.157867,338.354254,347.083789,361.457135,385.535985,450.528603,457.805154,466.937904,541.993155,588.74893,619.05789,784.04858,751.07967,794.36993,610.18257,666.80279,643.46053,590.40338,556.03009,642.029337,670.94171,832.68496,814.35189,879.538,821.89083,877.51043,895.00428,943.7799,943.88812,940.9167,960.41823,1042.00795,1091.42377,1070.61497,1162.3542,1207.61422,1275.63623,1278.97383,1335.62092,1363.8538,1403.0874
SHN,"Saint Helena",2.600037,2.600037,2.070767,2.327776,2.494783,2.148639,1.672397,3.200299,2.677163,2.844059,3.065004,2.06242719,1.82497914,2.95428116,2.63460608,2.93348812,3.25227516,4.57148881,5.11712764,5.20036947,9.53027832,5.43385555,5.1619834,6.451543,5.555505,5.836579,3.49236,3.826761,3.831064,4.096236,11.223729,7.507747,7.525539,7.984544,9.089107,9.702819,8.522889,9.915072,10.37297,10.594611,11.484877,12.004008,12.175674,12.20024,12.687428,12.792617,13.128144
KNA,Saint Kitts and Nevis,56.675134,52.218866,63.589169,61.71118,57.511544,74.56902,73.312495,79.933099,76.395762,72.654996,80.619867,73.334438,76.014987,66.768477,71.859161,67.522317,76.985989,88.788383,95.121384,97.887894,89.125323,96.847916,103.54012,99.875438,111.228933,107.563684,121.030199,130.683952,124.61545,128.186689,145.987472,145.404108,141.460642,145.20224,148.817084,140.704613,140.933321,143.218333,145.617617,148.922701,163.929096,171.455573,172.231666,189.44943,192.310317,200.015565,203.035575
LCA,Saint Lucia,77.500086,77.653731,102.347317,111.277782,99.448556,123.723133,105.95056,119.109551,109.123778,108.281266,118.636724,116.974228,125.694839,127.087726,134.809561,138.481144,155.085055,186.478144,209.894069,218.891686,217.069827,216.592548,217.818757,208.233945,235.980174,240.503128,245.920054,247.016556,278.984939,292.924088,362.822055,379.849889,366.500615,379.838966,412.512712,408.51277,413.402161,439.543995,447.534404,459.6414,482.319181,513.338789,515.862462,567.419422,576.001279,599.122577,608.181884
SPM,Saint Pierre and Miquelon,0.822648,0.827672,0.890783,1.08481,1.021069,1.39248,1.372841,1.493112,1.558584,1.450978,2.090633,2.186146,2.320758,2.398987,2.542413,2.53926,2.386384,3.011647,3.342569,3.643754,3.644633,3.792127,3.720881,3.681138,3.924154,4.079742,4.100746,4.423828,6.243488,7.056677,6.889752,6.945504,6.376178,6.305685,6.582895,6.646378,6.64823,6.878974,6.72303,7.038992,7.40675,7.416783,7.502707,8.250041,8.374758,8.71023,8.84187
VCT,Saint Vincent and the Grenadines,40.258659,40.193525,49.42709,53.115469,50.053129,62.161349,56.46795,61.04169,58.690274,57.836728,69.58087,72.170304,72.381902,75.811568,79.602386,80.559925,88.959668,107.741846,113.706327,137.76259,138.81713,136.259382,137.704517,131.495384,171.373024,176.474725,179.144305,182.322405,221.231066,230.187962,240.893959,249.157091,241.378662,247.650375,261.671891,256.612992,256.02659,271.56431,271.082285,278.410339,295.136866,305.909525,307.423776,338.148967,343.257184,357.021342,362.413739
WSM,Samoa,28.120539,27.828828,24.555755,27.108046,29.338938,30.589632,29.800551,37.203358,68.541101,60.307766,52.604466,161.863583,85.314653,102.880011,137.86655,127.206747,90.127626,104.091443,104.03606,92.607251,96.32074,100.573116,103.114727,101.453287,91.243597,97.152727,111.817243,107.85706,114.68499,110.610546,129.346076,132.963632,116.142441,117.879142,113.705058,114.269796,105.124994,92.510022,96.792565,107.062715,115.049655,123.894995,128.166978,139.80773,148.244871,158.552673,169.939125
STP,Sao Tome and Principe,5.199672,5.197542,5.487283,5.792849,5.94509,6.331915,10.159935,10.869146,11.8987,14.669647,16.360141,17.210627,14.205218,15.230497,15.289899,16.569966,19.669457,26.258611,19.723368,17.384094,28.990445,32.263499,30.478163,29.118743,20.429581,22.230551,23.058372,25.046784,24.225877,24.949948,33.874804,35.742371,36.415438,37.422943,37.532501,39.011277,41.002476,44.014656,46.168197,46.142459,49.380239,51.634446,52.149562,52.245665,54.319089,54.759789,56.184971
SAU,Saudi Arabia,42970.38,52750.18,68584.073,92986.704,97952.392,81084.832,100536.566,109265.307,118540.84,142429.29,177134.67,166982.0,172149.37,172459.58,131437.44,133794.13,133656.12,145023.72,157209.58,158369.36,167928.92,173237.93,186893.66,196624.28,212423.0,215973.59,228321.01,231759.64,243166.76,248188.35,261055.37,272337.95,284603.11,298494.58,293028.11,306755.83,321950.08,339165.86,364374.29,391872.69,421456.86,438138.3,453717.34,464167.421,495084.699,512351.303,517079.407
SEN,Senegal,1339.8333,1339.401,1421.8997,1530.2697,1639.8075,1789.452,1874.136,1991.2785,1947.4813,2154.2695,2229.8196,2200.0499,2110.7538,2098.5402,2245.65,2324.7287,2222.2588,2238.6995,2150.4909,2261.3644,2348.1103,2358.8441,2594.5551,2531.567,2590.0518,2739.9925,2953.5141,3250.9749,3639.547,4010.4813,4026.9685,4640.1715,4780.7866,4523.4253,5165.0417,5727.465,5593.272,6190.976,6137.121,6460.996,6880.681,7530.129,7332.266,7848.5866,7960.119,7953.7257,8247.2947
SRB_MNE,Serbia and Montenegro,24581.111,24708.406,25256.112,27666.564,29314.659,30892.827,32763.363,34640.833,37527.782,39964.246,39782.191,47001.546,49230.131,54025.592,56083.006,59082.329,61804.83,59243.678,62185.853,62270.375,66111.288,55309.401,50980.443,44749.161,41248.127,46617.199,54548.578,59435.399,59368.441,42162.389,50564.662,54353.22,57917.132,61647.388,65898.892,60740.538,63236.409,61549.297,61267.022,57085.544,58305.84,62930.146,62025.134,63099.902,53586.191,56140.091,57417.098
SYC,Seychelles,21.262989,21.214498,19.706758,21.467807,21.832881,20.340836,58.040126,56.853052,61.019322,85.049297,104.664847,92.879697,71.560636,133.652275,134.636651,147.943087,171.991148,236.573696,266.796442,224.93625,187.8758,223.522594,197.315934,190.89716,99.678043,107.185133,111.759137,125.750932,130.94338,132.887105,180.089346,202.799283,289.568257,287.800791,290.619429,316.180853,381.014584,410.31938,422.723465,434.810777,459.791574,481.626206,482.013462,482.981999,502.258739,506.417923,519.692606
SLE,Sierra Leone,341.178855,335.628072,390.411304,355.168298,364.800281,408.880173,447.418119,450.082519,454.447192,565.708988,580.95675,594.027467,594.339669,595.29119,539.677763,603.30162,669.69324,868.92386,875.082998,814.253687,686.555983,800.19257,615.285844,606.22753,549.728356,587.347576,649.78961,683.71866,667.38114,683.04781,710.68749,753.79899,775.93081,845.27211,863.67624,871.5059,924.28044,988.73939,1041.9772,1012.3653,1109.9631,1154.6308,1182.8919,1176.9748,1223.578,1230.1019,1272.3317
SGP,Singapore,6559.7562,6583.246,7878.8026,8784.0487,9175.3577,9223.4175,10033.8987,11131.429,12755.012,13714.374,13765.522,14906.61,15562.726,16889.414,17117.208,17709.894,18156.837,18414.957,21023.364,22317.092,30406.627,32264.281,33458.223,38683.312,40720.043,43504.803,45596.196,45569.179,45334.614,48538.552,48819.036,48919.07,47014.047,48915.125,40444.662,40469.889,41916.922,43541.16,44191.048,42348.727,45628.597,44903.929,44842.474,45325.2066,44099.3502,47175.1948,48381.7587
SVK,Slovakia,47185.075,47151.718,47979.886,49298.282,50023.969,51442.61,52245.291,54351.606,57396.344,58425.224,62250.299,60814.434,58915.51,58629.346,60769.085,60482.437,57676.758,59607.435,60501.195,60123.971,60607.784,52538.472,49126.056,47643.708,45312.911,45790.289,45948.404,46024.576,44985.485,44627.099,42905.585,42679.518,42290.223,42533.619,42306.041,42902.322,42855.475,41709.329,41742.839,37801.204,41011.551,38635.649,37851.206,38318.334,35946.268,36187.978,36817.242
SVN,Slovenia,8107.913,8052.688,8182.425,9291.875,9992.695,9412.824,9782.831,10322.286,11401.691,12123.689,11335.157,11561.671,11856.842,13261.107,11879.191,11953.011,12723.384,10937.267,15129.166,16261.014,15368.05,14246.765,13713.7793,14482.9507,14700.4161,15560.2886,16446.1519,16946.1991,16701.068,16095.4659,15768.001,17490.376,17632.7,17364.455,17565.007,17704.45,18051.497,17989.756,18930.809,17084.43,17182.631,16122.1978,16004.4653,15398.4461,13958.1437,14384.7113,14722.6007
SLB,Solomon Islands,36.946723,37.420036,32.944815,37.659333,41.936632,43.545454,43.599512,53.990115,103.351545,91.534383,72.235734,138.583645,100.063749,114.139133,110.812616,104.182642,94.559605,101.999608,113.890548,109.730212,111.0188,111.65739,104.676806,103.132822,108.141851,113.818662,119.11708,110.992683,115.177025,121.009293,140.825632,144.25385,133.897627,139.356135,152.1565,153.513993,154.532872,152.131759,173.104342,196.179051,226.99906,246.620568,257.772231,281.174307,298.135252,318.857368,341.748183
SOM,Somalia,326.565073,327.603358,378.821651,375.616975,406.080385,451.836448,510.179171,545.84869,580.67649,712.396875,699.120849,770.795706,723.395593,723.909438,714.692778,728.813506,842.83808,1059.16709,804.472483,808.542635,659.19181,622.922218,610.185703,620.526227,697.854172,722.356381,722.008532,843.868589,778.630537,817.338331,818.580149,850.537197,838.486823,918.276989,929.654198,924.218516,922.228934,1001.302676,1059.77966,1013.044191,1101.874832,1148.702658,1178.84831,1180.703072,1227.065612,1236.672152,1268.441692
ZAF,South Africa,183047.83,181963.69,188542.41,205480.8,212564.6,229012.45,243289.94,242608.81,220354.63,226112.81,235197.26,244220.01,239569.85,229945.48,244953.09,247061.5,242455.48,258026.96,257390.26,261795.47,268332.69,262540.55,264638.65,266616.96,272965.48,285828.48,296753.4,313517.97,319223.53,300783.17,307110.79,293226.4,307574.46,336172.11,359787.08,371592.88,377939.07,398123.44,422985.96,399330.89,405105.71,387405.76,384471.73,399044.02,408201.86,392467.22,390557.85
ESP_AND,Spain and Andorra,141408.87,138006.97,150162.47,162719.04,175211.61,180949.32,198864.31,190900.71,188396.35,200172.31,210487.46,215980.96,208878.78,212011.52,201069.36,194060.36,197861.94,198674.68,202603.31,221362.64,225833.31,233536.37,241952.11,227780.81,238159.81,250325.78,240316.69,259495.72,267838.74,290090.2,305841.12,305903.99,324266.9,331354.76,347655.56,362688.57,353456.2,366812.79,335184.17,295940.4,281994.31,282479.52,272722.92,246475.81,244109.2,259991.15,251892.32
LKA,Sri Lanka,3074.7757,3121.3254,3736.6101,3898.5013,3344.6766,2943.6002,3004.507,3231.9044,3822.0552,4138.4905,4122.7185,4259.0887,4853.0716,4956.2386,4325.7717,3918.676,3875.5495,4455.2525,4286.4,4066.0563,4139.534,4322.7313,5405.0993,5280.4103,6071.3239,6107.6291,8666.9642,8630.4136,8905.1067,9824.168,11263.9193,11168.4449,11699.1653,12676.3174,13122.2207,14365.6032,12859.55,14108.919,13389.836,13087.742,14321.212,15194.233,15426.002,13409.3277,15937.482,17000.372,18454.691
SDN_SSD,Sudan (the) and South Sudan,3351.9157,3364.1365,3612.751,4719.2549,4439.6007,3426.7012,3319.4213,3501.2661,3190.1664,3267.36,3826.3574,3717.6274,3840.0262,3911.6209,3506.3315,4142.7554,4063.9631,3134.3141,4513.8101,4080.212,5445.3324,4864.4702,4595.69,3259.3806,4823.5707,4512.5971,4405.2166,5351.6737,4830.1299,5309.6127,5969.1263,6516.4014,8052.0348,8090.5204,9147.1795,10308.7786,12748.1765,13923.1704,14729.5348,15285.9613,16046.148,16629.697,16407.126,16500.795,16369.034,16637.209,17332.602
SUR,Suriname,1625.06204,1585.87304,1769.48933,1985.46685,1633.02685,2051.93211,1889.56272,2030.33756,2151.05033,1914.5935,1914.9749,1738.9753,1536.67815,1200.63915,1147.45997,1350.19686,1379.21331,1463.83663,1374.57514,1419.99713,1648.68744,1666.9691,1624.24224,1501.54382,1482.42399,1555.75601,1572.94243,1520.34336,1597.50996,1558.47285,1704.13753,1847.88196,1884.02697,1918.68999,1852.18519,1820.677,1842.15952,1887.76179,1853.42877,1887.62432,1986.23013,2132.62515,2151.39504,2115.41825,2135.78047,2145.97178,2152.93309
SWZ,Swaziland,449.898399,450.071887,389.113985,490.277947,532.911659,492.688383,395.027522,426.992475,595.578379,678.730821,530.394374,512.539394,379.827532,245.900129,237.181741,329.669753,318.604,474.1821,324.267141,279.095696,248.264334,246.535116,195.933616,184.738087,156.370301,169.559189,164.160711,185.555644,186.841195,238.335747,371.474076,415.510568,418.997056,431.987183,439.906875,460.611808,495.33461,520.331023,538.345357,544.171802,579.907344,606.517905,610.106274,611.290523,635.623136,640.83215,657.572033
SWE,Sweden,95251.536,87888.534,88261.338,90130.403,82951.88,84539.6,91321.804,87789.213,82407.803,85316.673,77954.681,70557.688,64507.299,58823.229,58308.917,62247.696,63866.26,61958.965,60082.47,57270.83,56677.744,57350.532,59806.157,59621.059,62050.676,61822.865,67284.431,60867.092,62296.945,61261.409,57442.762,57440.941,58638.935,59101.161,57666.908,54597.052,54248.941,51583.036,49589.169,45948.944,51838.26,47207.641,45666.232,44155.645,43840.34,42840.03,44694.415
CHE_LIE,Switzerland and Liechtenstein,41600.712,43508.385,44285.462,47724.756,42923.74,40379.399,42100.79,42571.883,43731.769,42416.165,43180.581,40817.641,38616.671,42712.364,42211.771,45421.837,45335.418,43761.992,43818.903,43641.794,45896.6,47948.489,47951.826,45431.044,44424.643,45236.933,45940.919,44362.749,46191.007,46166.194,45314.812,46239.834,45200.775,46530.762,47033.712,47675.282,47157.308,45186.179,46706.758,45173.203,46918.626,42809.89,42891.659,43888.566,39992.27,40599.17,39666.93
SYR,Syrian Arab Republic,6244.3852,6287.1783,6053.7685,5750.9247,7845.9146,9199.6469,10533.55,11573.046,11843.878,15154.455,14189.718,15946.514,18931.382,22375.963,25097.837,22610.308,23660.022,29616.146,29151.856,28203.003,32319.222,35408.067,34998.014,35887.992,37764.954,39364.62,42401.58,42272.622,45320.375,44814.57,45523.205,44740.054,45772.777,45629.182,48316.933,58421.32,61273.312,64534.079,65904.386,61641.995,61396.928,56229.842,52541.141,40153.912,36996.012,37389.42,38054.696
TWN,Taiwan (Province of China),35821.505,36081.004,40661.911,45312.346,44343.954,48000.97,56897.631,61240.342,69448.71,73467.278,80979.847,74546.731,73537.117,78401.16,80445.831,79844.08,92453.84,97644.78,113536.38,123064.34,125108.94,134297.24,142504.03,153160.75,161805.65,170718.87,180263.36,194111.35,204194.63,212435.28,230796.64,235779.82,244225.65,253979.55,263044.67,270560.78,278917.2,281343.55,268912.92,255115.29,272383.39,271393.68,272006.59,274271.025,275059.334,271543.662,276724.868
TJK,Tajikistan,7506.3285,7541.2363,7938.8646,8318.8104,8700.1609,9393.3874,9648.7904,9898.2128,10162.5238,10421.229,10895.6574,10921.359,10949.7059,11087.8658,10974.4029,11458.0028,11874.091,12065.434,12282.132,12388.03,12181.236,11618.509,8602.457,5733.7808,3527.3411,2988.9759,2649.215,2938.4746,3162.8153,2969.1781,2705.7921,2663.5418,2722.2944,2785.4285,3325.22,3164.6262,3466.9538,4038.433,3732.9835,3527.9522,3619.3061,3611.5464,3593.5359,4266.5286,5617.1476,5852.7297,6049.7568
TZA,"Tanzania",1532.7954,1542.2086,1800.1734,1878.9127,1719.8155,1603.6794,1549.2224,1580.3392,1653.2244,1740.3116,1716.3687,1736.6328,1574.4752,1546.0346,1609.9463,1697.5523,1795.1144,1824.9985,1904.8892,1920.6312,2026.77,2153.4453,1987.2487,2090.9898,2071.0311,2868.946,3392.0516,3114.2954,2749.3456,2554.3684,2944.7316,3161.0497,3622.0802,3833.9685,4337.4947,5573.7252,5958.5531,5810.1941,6104.8458,5842.9107,6375.3914,7573.0988,8773.8314,8985.0863,9176.1887,9494.242,9731.5604
THA,Thailand,17908.118,17981.578,20361.808,22943.698,22980.567,23537.665,26940.367,29823.896,33094.496,35200.317,36955.93,36328.114,35123.347,39065.257,42868.946,48162.28,49556.814,57229.721,65302.816,76071.08,92500.49,102425.36,112002.92,126867.71,141920.43,160756.74,180669.92,184135.88,162520.15,169884.12,170282.16,178985.25,190115.33,198841.2,217378.35,224976.32,228124.85,233550.19,235810.27,228737.78,242625.98,249149.19,257937.18,268083.8,262929.3,266896.46,271040.16
TLS,Timor-Leste,49.643009,49.979147,49.670625,49.931871,51.672143,55.443987,49.157298,50.528973,109.651213,84.875922,58.27152,62.1989,65.359146,69.469586,71.482474,63.777769,59.040027,65.145258,62.278284,62.520629,62.629452,64.372853,58.744874,56.650727,67.292821,79.530165,73.823317,65.023977,114.74096,201.09628,269.42034,176.0855,160.55255,164.34167,381.36692,229.46962,232.6179,190.29915,209.21124,257.46388,277.99097,319.97541,558.13707,546.662879,480.468894,473.750279,495.68743
TGO,Togo,344.785716,368.88958,414.58682,363.42961,336.25729,390.65438,345.66755,456.2776,496.8325,553.9699,510.4843,494.3965,559.1803,406.7074,452.1403,426.2633,634.3943,688.7665,674.8551,685.4444,749.5817,693.4697,528.2284,405.6301,742.0319,732.023,1124.5935,844.3482,1040.5902,1348.02,1245.9307,1119.8876,1190.7478,1429.9523,1368.7921,1303.2639,1212.121,1202.231,1577.309,1634.7478,1774.2771,2287.8195,2162.7503,2278.84366,2267.41891,2201.06055,2321.54645
TON,Tonga,5.701096,5.660375,5.731787,5.693032,5.829543,6.40905,5.920639,6.126849,6.826973,7.112313,7.266472,7.496422,7.695374,7.663296,7.628815,6.128168,5.683771,6.418613,5.990279,5.859045,57.397359,77.559472,104.234552,108.619641,115.820742,80.839503,223.066642,166.536923,152.837336,182.29882,182.891583,161.056647,105.193543,104.280578,116.123884,155.910928,203.02216,170.309628,190.576505,181.534176,186.326856,188.562302,189.52246,206.757959,219.252984,234.516116,251.37533
TTO,Trinidad and Tobago,6290.9472,6261.8029,6377.3422,6620.3244,6423.521,5779.367,6698.978,7480.618,7917.915,7912.083,8538.482,9070.207,10215.288,10801.325,11308.127,11465.011,11516.516,11858.035,12763.593,12767.344,12678.205,12910.092,13265.769,12611.287,13614.575,13553.392,14772.704,15192.01,17099.615,18285.252,21966.417,24000.129,25570.09,27614.387,28327.022,34414.716,36840.082,40026.275,39310.754,37564.001,41187.188,36567.414,34150.964,36534.3046,36806.4366,37176.615,34974.2627
TUN,Tunisia,4209.0718,4226.4,4747.3512,4781.37,5275.2831,5370.1406,5736.3347,6454.1787,7168.9836,8477.306,9345.906,9656.028,9373.54,10913.326,11359.838,11744.332,12072.791,12215.419,13034.25,14070.563,14645.827,15097.852,16016.633,16647.592,16762.13,17127.177,17666.666,18232.033,18996.067,19991.45,21023.06,21847.85,21617.003,21408.169,22634.142,23221.501,23966.04,24715.66,25155.133,24834.601,25603.866,24269.64,25430.784,25515.695,27197.045,29158.112,29395.965
TUR,Turkey,44691.978,48990.077,56852.653,61789.833,64440.476,69828.084,77469.01,85265.97,84216.27,77850.9,81175.128,81506.43,88396.64,93311.99,98735.4,107289.7,116508.83,128452.34,124353.77,136721.96,149477.4,151934.9,155918.93,162764.11,162044.67,176558.55,192716.9,202975.08,205289.07,202941.85,226875.39,206429.91,217169.86,228493.44,235288.53,246104.99,271989.66,298394.31,300434.88,295508.95,308006.93,326259.9,337613.74,323528.38,345166.31,349755.97,368122.74
TKM,Turkmenistan,19184.9001,19221.0023,20424.5437,21573.357,22795.9579,24789.8959,26136.6961,27170.4664,28241.6837,29374.3255,31330.0137,32505.1726,33709.5084,34905.808,36361.246,38148.0573,39231.1892,40389.3102,41419.5233,42347.4159,45641.2964,38772.0709,28591.819,27123.7688,34127.353,34576.151,31408.515,31265.26,32442.714,38310.028,39103.788,40516.39,43245.293,48372.778,50432.837,52280.872,54349.498,60164.586,63269.725,54891.262,61722.186,67108.397,69152.016,70265.976,71332.842,78782.453,79279.216
TCA,Turks and Caicos Islands (the),1.108894,1.114605,1.153596,1.221627,1.349803,1.773397,1.921093,1.931124,2.113718,2.08932,2.862489,3.046078,3.206728,3.409574,3.775201,3.822777,3.98731,5.953621,5.840928,6.468824,6.769633,12.992483,12.249468,13.764956,14.791376,14.877086,10.786154,12.149169,18.757062,21.224403,23.688206,25.864836,26.352249,28.915959,33.390793,35.341867,37.668445,45.763785,46.365357,49.840583,55.300281,54.975828,55.50296,61.056346,61.981906,64.473974,65.450989
UGA,Uganda,239.8302,246.7868,232.7921,237.0402,241.992,231.6421,349.58696,390.19509,390.42394,429.09188,480.61385,465.46725,440.1256,434.29948,448.74476,473.2915,540.54125,660.39126,753.77049,716.59196,1501.06036,1838.85321,1864.05933,1952.50835,2321.9844,2413.9398,2440.17435,2877.3612,2697.0632,2815.2285,2698.0842,2857.4354,2837.2495,3143.7785,3181.9425,3206.4779,3204.8736,3466.9164,3864.8284,3714.0638,4095.3489,4344.731,4495.6012,4588.2465,4758.7341,4825.3313,5009.4929
UKR,Ukraine,475871.37,475614.94,503783.85,543160.01,571702.71,583761.29,631817.5,637408.7,715757.6,730852.4,751062.2,720771.0,728376.1,741499.7,747619.7,750066.4,781111.1,820699.1,827415.0,827427.1,787879.77,737614.58,646871.2,564515.05,466994.87,460860.26,393969.17,378993.14,361704.84,360811.69,357879.94,356525.62,357089.31,379993.36,360831.69,352593.46,354967.7,363046.91,346811.71,286756.01,309009.75,323333.62,314485.84,305196.95,268186.17,215892.49,233220.08
ARE,United Arab Emirates (the),17512.6736,22761.7572,24821.8441,32016.9537,32182.4628,32960.6045,40963.6282,41743.3878,47873.967,35207.7573,38653.6532,36481.9297,36766.6809,35446.764,48103.155,50130.117,49188.667,51342.826,50530.408,56564.24,56527.718,64316.64,62079.536,65443.369,72070.923,76916.686,85147.177,83891.839,87208.421,89585.09,93575.832,93952.229,104687.872,110637.06,115722.694,118992.231,126091.301,136523.018,158901.513,163776.131,171151.574,176735.549,187291.329,192494.0727,194404.8843,209503.2127,218788.684
GBR,United Kingdom of Great Britain and Northern Ireland (the),674832.67,666400.42,645224.73,677085.84,633729.57,613925.82,618862.81,630012.01,628384.23,663817.28,603764.88,583692.64,570102.12,561609.69,544624.16,570784.91,583883.36,589273.58,589786.02,575460.15,575833.73,584424.33,570969.97,555410.28,551096.39,543202.31,561425.51,538702.92,541946.42,537050.04,544277.89,557668.84,540235.76,553171.64,552743.33,551170.65,551828.05,541825.47,528428.65,474362.23,489467.75,450316.65,462016.61,450457.4,410403.77,392946.42,367860.35
USA,United States of America (the),4585363.9,4450198.6,4698340.9,4885719.0,4721317.5,4512356.1,4806025.5,4967236.9,4962487.8,5000898.9,4777694.0,4708060.8,4454789.0,4427846.5,4636149.7,4659240.2,4624801.2,4785017.8,5006876.3,5067981.8,4955641.0,4913998.5,4987728.2,5102417.1,5182658.2,5236254.6,5392668.9,5560029.1,5587950.0,5610835.8,5810500.1,5760852.4,5693976.4,5760021.1,5815202.7,5827092.1,5703603.2,5786109.5,5602965.9,5189812.5,5460227.0,5328566.1,5106466.9,5179078.5,5258401.3,5114424.0,5011686.6
URY,Uruguay,5458.9709,5441.5409,5902.7395,5568.6768,5397.1122,5731.8984,5904.6908,5790.4117,5874.8549,6359.0207,5701.4027,5141.7587,4756.0991,3803.9377,3422.9771,3199.5183,3150.6352,3549.4461,4524.6328,4875.9378,3865.0791,4386.189,4808.0503,4555.7053,4275.8882,4687.4475,5488.7804,5569.441,5772.1786,6788.0457,5418.2481,4984.0462,4592.4583,4550.6929,5672.5258,5453.5849,6383.6466,5920.1925,7803.6467,7958.5359,6583.8105,7890.3987,7976.4706,6941.0865,6131.9216,6385.8138,6508.0134
UZB,Uzbekistan,48747.471,49070.239,51910.558,54910.033,58375.691,64993.195,66132.965,68885.73,71384.67,73951.466,79112.15,82785.391,86225.521,89098.906,92147.791,96525.621,100430.469,104066.365,106956.347,108469.586,122643.143,126067.443,118084.913,118146.689,113150.821,101043.575,102369.297,104279.914,118771.512,120003.265,120355.908,122073.441,127572.485,122582.944,119979.033,115350.469,119319.667,119866.755,119586.662,108187.09,106977.708,114672.751,116440.421,104769.379,105926.545,107629.428,109347.34
VUT,Vanuatu,23.874857,23.938599,21.427897,23.911178,27.811652,28.247823,29.877588,47.072832,84.011361,78.585406,57.947379,88.952475,65.371766,68.497382,66.282769,72.983001,65.645683,72.240044,74.257481,61.875996,63.50343,55.898516,39.766534,39.786301,40.936894,43.595668,45.738176,42.001021,43.798552,45.849774,61.723344,63.728202,57.049402,59.572237,64.162236,65.635895,63.852463,58.731812,67.426771,76.249285,90.457989,98.711353,103.876202,113.30383,120.136191,128.484001,137.705613
VEN,Venezuela (Bolivarian Republic of),60084.09,58890.255,59971.438,68715.801,68150.502,65049.629,69490.542,72249.488,77066.092,87711.556,95609.838,96512.416,97681.297,96537.856,98265.563,98401.885,99229.876,98629.376,99981.145,106070.373,110391.525,109361.055,112200.705,118947.671,119739.733,129494.09,136820.08,142510.16,148169.67,132727.14,140871.48,146574.63,140854.35,135269.68,142380.22,161256.19,164906.09,149075.16,183449.22,182825.4,195900.19,174186.45,196324.72,185966.201,185946.91,179294.177,175884.256
VNM,Viet Nam,17140.1315,17073.9275,16595.5561,18480.4819,15285.6885,17866.8702,12846.419,13953.401,14615.743,15343.527,16029.942,16447.157,17789.685,19134.512,19206.512,19331.172,21209.377,23698.298,23139.155,19813.032,20056.012,20009.388,21047.703,24703.174,28778.865,33249.327,37393.966,43373.37,48411.119,49564.575,54776.03,60458.61,71365.07,75883.57,90029.09,98782.59,101555.35,112480.9,124291.19,140454.72,154178.93,161175.83,164643.62,172058.38,186524.39,205847.65,206042.14
